EIN,type.org,two.digit,broad.category,letter,letter1,letter2,s.further,us.state,city.type
920061466,R,30,3,C,C3,C30,NA,TRUE,Metropolitan
920133631,S,02,3,C,C0,C02,C20,TRUE,Metropolitan
920121621,R,28,2,B,B2,B28,NA,TRUE,Metropolitan
920127531,R,23,1,A,A2,A23,NA,TRUE,Metropolitan
920174854,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
920073013,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
920077825,R,43,7,S,S4,S43,NA,TRUE,Metropolitan
920073175,R,31,5,K,K3,K31,NA,TRUE,Metropolitan
920033876,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
920110889,R,62,5,P,P6,P62,NA,TRUE,Metropolitan
920046154,R,20,4,F,F2,F20,NA,TRUE,Metropolitan
926010379,S,01,3,C,C0,C01,C30,TRUE,Metropolitan
920042123,R,26,1,A,A2,A26,NA,TRUE,Metropolitan
920088380,R,20,7,S,S2,S20,NA,TRUE,Rural
237438038,R,60,3,C,C6,C60,NA,TRUE,Metropolitan
926003642,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
920156280,R,20,5,I,I2,I20,NA,TRUE,Metropolitan
920082689,R,99,7,S,S9,S99,NA,TRUE,Metropolitan
920138519,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
263528160,R,52,5,N,N5,N52,NA,TRUE,Metropolitan
920040308,R,84,5,P,P8,P84,NA,TRUE,Metropolitan
201113317,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
920063469,R,60,2,B,B6,B60,NA,TRUE,Metropolitan
920042651,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
522395867,R,31,7,T,T3,T31,NA,TRUE,Metropolitan
920070127,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
920057621,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
300090258,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
920045230,R,21,4,F,F2,F21,NA,TRUE,Metropolitan
920056274,R,21,12,E,E2,E21,NA,TRUE,Metropolitan
920038549,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
920172389,R,20,8,X,X2,X20,NA,TRUE,Rural
920114675,R,82,5,P,P8,P82,NA,TRUE,Rural
911829284,R,32,3,C,C3,C32,NA,TRUE,Rural
920156450,R,20,3,C,C2,C20,NA,TRUE,Rural
300212786,R,25,2,B,B2,B25,NA,TRUE,Rural
920072562,R,80,4,F,F8,F80,NA,TRUE,Rural
651225184,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
920146203,S,11,4,E,E0,E11,NA,TRUE,Rural
911817911,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
920082770,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
920078503,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
920047009,S,12,7,T,T0,T12,NA,TRUE,Rural
920041461,R,84,5,P,P8,P84,NA,TRUE,Rural
920129853,R,40,5,O,O4,O40,NA,TRUE,Rural
920068881,S,02,3,D,D0,D02,D30,TRUE,Rural
237314364,R,22,12,E,E2,E22,NA,TRUE,Rural
860207220,R,80,5,I,I8,I80,NA,TRUE,Rural
860208451,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
866007695,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
860186105,R,30,5,J,J3,J30,NA,TRUE,Metropolitan
860325741,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
860663432,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860826280,R,70,7,W,W7,W70,NA,TRUE,Metropolitan
860838347,R,71,5,I,I7,I71,NA,TRUE,Metropolitan
860555102,R,80,2,B,B8,B80,NA,TRUE,Metropolitan
866037149,S,03,4,F,F0,F03,NA,TRUE,Metropolitan
262395228,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
860255127,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
237094247,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
860953423,R,50,4,G,G5,G50,NA,TRUE,Metropolitan
680260052,R,33,1,A,A3,A33,NA,TRUE,Metropolitan
860096941,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
237181500,S,19,4,G,G0,G19,G90,TRUE,Metropolitan
860618301,R,30,8,X,X3,X30,NA,TRUE,Metropolitan
860265218,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
860946968,R,68,5,N,N6,N68,NA,TRUE,Metropolitan
860096792,R,46,5,P,P4,P46,NA,TRUE,Metropolitan
860096781,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
453910992,R,22,7,S,S2,S22,NA,TRUE,Metropolitan
860975231,S,11,4,E,E0,E11,E70,TRUE,Metropolitan
860254820,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
860649306,S,11,5,P,P0,P11,NA,TRUE,Metropolitan
860626273,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
860227210,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
860622258,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
860269193,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
952577300,S,02,2,B,B0,B02,B40,TRUE,Metropolitan
311496646,R,70,2,B,B7,B70,NA,TRUE,Metropolitan
860293585,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
273270017,R,60,3,C,C6,C60,NA,TRUE,Metropolitan
860135567,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
850227776,R,43,7,S,S4,S43,NA,TRUE,Metropolitan
860539979,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
470874376,R,31,7,T,T3,T31,NA,TRUE,Metropolitan
421533919,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
860822647,R,70,7,W,W7,W70,NA,TRUE,Metropolitan
860103282,R,47,5,P,P4,P47,NA,TRUE,Metropolitan
860607401,R,30,5,N,N3,N30,NA,TRUE,Metropolitan
860256421,R,6B,1,A,A6,A6B,NA,TRUE,Metropolitan
861040394,S,01,7,T,T0,T01,NA,TRUE,Metropolitan
860589516,R,72,5,I,I7,I72,NA,TRUE,Metropolitan
860990455,R,90,2,B,B9,B90,NA,TRUE,Metropolitan
452529027,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
952627645,R,84,5,P,P8,P84,NA,TRUE,Metropolitan
860251255,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
860789956,R,81,7,S,S8,S81,NA,TRUE,Metropolitan
451564583,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
860207519,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
743033931,S,01,2,B,B0,B01,NA,TRUE,Metropolitan
942909388,R,70,7,W,W7,W70,NA,TRUE,Metropolitan
942856701,R,74,5,P,P7,P74,NA,TRUE,Metropolitan
860255586,S,03,2,B,B0,B03,B20,TRUE,Metropolitan
860137109,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
900364347,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
860338886,R,74,5,P,P7,P74,NA,TRUE,Metropolitan
860127380,R,70,5,P,P7,P70,NA,TRUE,Metropolitan
860138459,R,82,2,B,B8,B82,NA,TRUE,Metropolitan
860252067,R,99,4,F,F9,F99,NA,TRUE,Metropolitan
860217033,R,30,5,J,J3,J30,NA,TRUE,Metropolitan
200209951,R,25,2,B,B2,B25,NA,TRUE,Metropolitan
861044809,R,20,8,X,X2,X20,NA,TRUE,Metropolitan
860439030,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
860660875,R,80,5,L,L8,L80,NA,TRUE,Metropolitan
455443715,R,60,2,B,B6,B60,NA,TRUE,Metropolitan
464574172,R,40,5,K,K4,K40,NA,TRUE,Metropolitan
860198599,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
363297751,S,03,1,A,A0,A03,A70,TRUE,Metropolitan
860192846,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
510169319,R,20,6,Q,Q2,Q20,NA,TRUE,Metropolitan
860193883,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
860563315,R,65,1,A,A6,A65,NA,TRUE,Metropolitan
942937165,R,48,4,G,G4,G48,NA,TRUE,Metropolitan
201852393,R,74,5,P,P7,P74,NA,TRUE,Metropolitan
860209257,R,20,4,G,G2,G20,NA,TRUE,Metropolitan
861009220,S,01,2,B,B0,B01,NA,TRUE,Metropolitan
953497070,R,28,2,B,B2,B28,NA,TRUE,Metropolitan
860667217,R,50,4,F,F5,F50,NA,TRUE,Metropolitan
861007325,S,11,5,P,P0,P11,NA,TRUE,Metropolitan
860404687,R,75,5,P,P7,P75,NA,TRUE,Metropolitan
860757227,R,22,5,L,L2,L22,NA,TRUE,Metropolitan
860777567,S,19,2,B,B0,B19,NA,TRUE,Metropolitan
860761030,R,20,7,S,S2,S20,NA,TRUE,Metropolitan
742465161,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
860550646,R,23,5,O,O2,O23,NA,TRUE,Metropolitan
721524205,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
860868376,R,80,5,L,L8,L80,NA,TRUE,Metropolitan
275138404,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
860373283,R,70,7,W,W7,W70,NA,TRUE,Metropolitan
860120506,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
270277109,S,12,2,B,B0,B12,NA,TRUE,Metropolitan
942465081,R,43,5,P,P4,P43,NA,TRUE,Metropolitan
202742885,R,63,5,N,N6,N63,NA,TRUE,Metropolitan
860477969,R,61,1,A,A6,A61,NA,TRUE,Metropolitan
742465160,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
860107639,R,23,5,O,O2,O23,NA,TRUE,Metropolitan
260446321,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
860133718,R,21,5,O,O2,O21,NA,TRUE,Metropolitan
860505273,R,31,5,K,K3,K31,NA,TRUE,Metropolitan
521234482,R,63,5,N,N6,N63,NA,TRUE,Metropolitan
860500753,R,41,5,L,L4,L41,NA,TRUE,Metropolitan
860409636,R,86,4,E,E8,E86,NA,TRUE,Metropolitan
204931127,R,24,2,B,B2,B24,NA,TRUE,Metropolitan
860785760,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
860739613,R,90,1,A,A9,A90,NA,TRUE,Metropolitan
860197576,R,40,1,A,A4,A40,NA,TRUE,Metropolitan
866053047,R,24,5,M,M2,M24,NA,TRUE,Metropolitan
860374813,R,99,7,S,S9,S99,NA,TRUE,Metropolitan
860712873,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
208381131,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
860184349,R,53,5,O,O5,O53,NA,TRUE,Metropolitan
860412509,R,22,5,J,J2,J22,NA,TRUE,Metropolitan
454269957,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
860174371,S,11,4,G,G0,G11,G90,TRUE,Metropolitan
860670912,R,26,7,R,R2,R26,NA,TRUE,Metropolitan
860187686,R,26,5,K,K2,K26,NA,TRUE,Metropolitan
237353532,R,31,5,K,K3,K31,NA,TRUE,Metropolitan
860690847,R,20,8,X,X2,X20,NA,TRUE,Metropolitan
270142713,R,52,4,F,F5,F52,NA,TRUE,Metropolitan
866051093,R,40,5,N,N4,N40,NA,TRUE,Metropolitan
237373816,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
870694641,S,12,3,D,D0,D12,NA,TRUE,Metropolitan
860107538,R,69,1,A,A6,A69,NA,TRUE,Metropolitan
860904022,R,20,5,J,J2,J20,NA,TRUE,Metropolitan
860622181,R,92,4,H,H9,H92,NA,TRUE,Metropolitan
860101237,R,27,5,P,P2,P27,NA,TRUE,Metropolitan
860958969,R,22,8,X,X2,X22,NA,TRUE,Metropolitan
860098924,S,11,5,P,P0,P11,P75,TRUE,Metropolitan
860098932,R,70,7,T,T7,T70,NA,TRUE,Metropolitan
860644388,R,85,5,P,P8,P85,NA,TRUE,Metropolitan
866006371,R,51,1,A,A5,A51,NA,TRUE,Metropolitan
237102832,S,05,2,B,B0,B05,B82,TRUE,Metropolitan
860251768,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
860931108,R,41,11,B,B4,B41,NA,TRUE,Metropolitan
311660702,R,81,7,S,S8,S81,NA,TRUE,Metropolitan
860363717,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
860107976,R,80,5,P,P8,P80,NA,TRUE,Metropolitan
860285857,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860718936,R,31,7,T,T3,T31,NA,TRUE,Metropolitan
131665552,R,50,4,G,G5,G50,NA,TRUE,Metropolitan
860667510,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860188050,R,31,5,O,O3,O31,NA,TRUE,Metropolitan
866031135,R,57,1,A,A5,A57,NA,TRUE,Metropolitan
860292099,S,01,5,N,N0,N01,N61,TRUE,Metropolitan
860311899,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
860277999,R,21,4,F,F2,F21,NA,TRUE,Metropolitan
770418201,R,20,4,F,F2,F20,NA,TRUE,Metropolitan
860438592,R,32,5,N,N3,N32,NA,TRUE,Metropolitan
860326724,R,27,5,P,P2,P27,NA,TRUE,Metropolitan
860204557,R,21,2,B,B2,B21,NA,TRUE,Metropolitan
866050388,S,11,2,B,B0,B11,B40,TRUE,Metropolitan
860842503,S,11,5,N,N0,N11,N32,TRUE,Metropolitan
866053462,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860183578,R,28,5,P,P2,P28,NA,TRUE,Metropolitan
860871311,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860107049,R,32,5,N,N3,N32,NA,TRUE,Metropolitan
860669087,R,21,4,F,F2,F21,NA,TRUE,Metropolitan
455322674,S,11,2,B,B0,B11,NA,TRUE,Metropolitan
942598560,R,40,5,P,P4,P40,NA,TRUE,Metropolitan
850254535,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
860199202,R,53,5,O,O5,O53,NA,TRUE,Metropolitan
263208123,R,72,5,I,I7,I72,NA,TRUE,Metropolitan
203617544,S,11,7,T,T0,T11,NA,TRUE,Metropolitan
860837146,R,31,7,S,S3,S31,NA,TRUE,Metropolitan
942725100,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
860778917,R,99,3,C,C9,C99,NA,TRUE,Metropolitan
860762311,R,80,1,A,A8,A80,NA,TRUE,Metropolitan
237086112,R,20,4,F,F2,F20,NA,TRUE,Metropolitan
860420538,R,30,5,J,J3,J30,NA,TRUE,Metropolitan
237305278,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
953526934,R,86,4,E,E8,E86,NA,TRUE,Metropolitan
860684610,S,02,3,C,C0,C02,C30,TRUE,Metropolitan
942764158,S,11,1,A,A0,A11,A50,TRUE,Metropolitan
273943866,R,20,3,D,D2,D20,NA,TRUE,Metropolitan
562390650,R,30,7,V,V3,V30,NA,TRUE,Metropolitan
860292421,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
860912044,R,71,5,I,I7,I71,NA,TRUE,Metropolitan
452529268,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
452529766,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
866040853,S,11,2,B,B0,B11,B41,TRUE,Metropolitan
262121550,R,20,5,I,I2,I20,NA,TRUE,Metropolitan
860524321,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
860294012,R,43,11,B,B4,B43,NA,TRUE,Metropolitan
860207499,R,99,2,B,B9,B99,NA,TRUE,Metropolitan
954896822,R,91,4,E,E9,E91,NA,TRUE,Rural
710456321,R,82,5,P,P8,P82,NA,TRUE,Rural
710521323,R,74,5,P,P7,P74,NA,TRUE,Metropolitan
710713904,R,23,5,O,O2,O23,NA,TRUE,Metropolitan
710567280,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
710559432,R,20,2,B,B2,B20,NA,TRUE,Metropolitan
621684203,R,21,12,E,E2,E21,NA,TRUE,Metropolitan
710601687,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
710715152,R,20,5,L,L2,L20,NA,TRUE,Metropolitan
203303805,R,6A,5,N,N6,N6A,NA,TRUE,Metropolitan
204046238,R,32,3,C,C3,C32,NA,TRUE,Metropolitan
710787860,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
710797499,R,22,12,E,E2,E22,NA,TRUE,Rural
383807713,R,20,12,E,E2,E20,NA,TRUE,Rural
581674673,R,90,7,T,T9,T90,NA,TRUE,NA
710577007,S,11,5,P,P0,P11,P20,TRUE,NA
710386511,R,30,5,P,P3,P30,NA,TRUE,NA
710412085,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
710508299,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
710534265,R,30,5,P,P3,P30,NA,TRUE,Metropolitan
710774925,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
710670721,R,73,5,P,P7,P73,NA,TRUE,Metropolitan
352414105,R,20,12,E,E2,E20,NA,TRUE,Rural
710521904,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
710236925,R,27,5,P,P2,P27,NA,TRUE,Metropolitan
721562468,S,11,4,E,E0,E11,NA,TRUE,Metropolitan
710230218,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
263215294,R,22,5,L,L2,L22,NA,TRUE,Metropolitan
710417425,R,82,5,P,P8,P82,NA,TRUE,Rural
710521442,R,81,5,P,P8,P81,NA,TRUE,Metropolitan
710385980,R,20,5,P,P2,P20,NA,TRUE,Metropolitan
710246213,R,42,11,B,B4,B42,NA,TRUE,Metropolitan
710471266,R,22,5,L,L2,L22,NA,TRUE,Metropolitan
710410601,R,22,12,E,E2,E22,NA,TRUE,Rural
710433902,R,30,4,E,E3,E30,NA,TRUE,Metropolitan
710720378,R,22,5,L,L2,L22,NA,TRUE,Metropolitan
710236867,R,42,11,B,B4,B42,NA,TRUE,Rural
710403278,R,22,12,E,E2,E22,NA,TRUE,Rural
412086323,R,20,12,E,E2,E20,NA,TRUE,Metropolitan
710526149,R,32,4,F,F3,F32,NA,TRUE,Metropolitan
710386409,R,30,7,S,S3,S30,NA,TRUE,Metropolitan
710766343,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
710766341,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
237416304,R,21,5,L,L2,L21,NA,TRUE,Metropolitan
237198398,R,30,4,F,F3,F30,NA,TRUE,Metropolitan
710562360,S,19,3,D,D0,D19,NA,TRUE,Metropolitan
710603560,R,31,6,Q,Q3,Q31,NA,TRUE,Metropolitan
300034070,R,81,7,S,S8,S81,NA,TRUE,Metropolitan
710653846,R,85,5,P,P8,P85,NA,TRUE,Metropolitan
710236857,R,24,12,E,E2,E24,NA,TRUE,Metropolitan
710391707,R,50,1,A,A5,A50,NA,TRUE,Metropolitan
710610075,R,32,4,E,E3,E32,NA,TRUE,Metropolitan
710574819,R,31,5,K,K3,K31,NA,TRUE,Metropolitan
911940376,S,19,4,E,E0,E19,E20,TRUE,Metropolitan
261787446,R,29,2,B,B2,B29,NA,TRUE,Metropolitan
710265209,R,20,5,N,N2,N20,NA,TRUE,Metropolitan
710536689,R,23,7,R,R2,R23,NA,TRUE,Metropolitan
710525252,R,86,4,E,E8,E86,NA,TRUE,Metropolitan
710239729,R,42,11,B,B4,B42,NA,TRUE,Metropolitan
710656542,R,65,4,E,E6,E65,NA,TRUE,Metropolitan
710295200,R,82,5,P,P8,P82,NA,TRUE,Metropolitan
710236903,R,32,5,J,J3,J32,NA,TRUE,Metropolitan
203269994,S,01,2,B,B0,B01,NA,TRUE,Metropolitan
710304327,R,20,4,G,G2,G20,NA,TRUE,Metropolitan
200575859,S,11,7,T,T0,T11,NA,TRUE,Metropolitan
710666671,R,72,5,N,N7,N72,NA,TRUE,Metropolitan
710709327,R,30,5,K,K3,K30,NA,TRUE,Metropolitan
731674355,R,50,7,T,T5,T50,NA,TRUE,Metropolitan
710236856,R,22,12,E,E2,E22,NA,TRUE,Metropolitan
710837041,S,11,1,A,A0,A11,A50,TRUE,Metropolitan
